Pos,ID,Name,BV,SV,Team,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,30_eo,31_eo,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
M,795,Howell,4.5,4.5,Brighton,3.75,3.75,3.75,7.50,0.00,3.75,3.75,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,796,Gallagher,5.3,5.3,Spurs,83.25,83.25,74.85,74.85,74.85,74.85,74.85,74.85,74.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,797,Furo,4.5,4.5,Brentford,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,799,Stevens,4.5,4.5,Bournemouth,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,800,Jocelin.T,5.0,5.0,Sunderland,0.00,0.00,30.60,30.60,30.60,30.60,30.60,30.60,30.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,801,Tóth.A,5.0,5.0,Bournemouth,25.05,25.05,21.75,21.75,21.75,21.75,21.75,21.75,21.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,802,Lamadrid,5.0,5.0,West Ham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,803,Sharman-Lowe,4.0,4.0,Chelsea,0.90,0.90,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,804,Souza,4.0,4.0,Spurs,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,805,Lucca,5.5,5.5,Nott'm Forest,28.05,28.05,24.30,24.30,24.30,24.30,24.30,24.30,24.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,806,Mandas,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,807,Rayan,5.6,5.6,Bournemouth,67.50,67.50,52.65,52.65,52.65,52.65,52.65,52.65,52.65,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
F,808,Abraham,6.0,6.0,Aston Villa,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,25.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,809,Abbey,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,810,Bentt,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,811,Kyerematen,4.5,4.5,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,812,Ellborg,4.0,4.0,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,813,Angulo,5.0,5.0,Sunderland,39.15,39.15,28.05,28.05,28.05,28.05,28.05,28.05,28.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,814,Netz,4.5,4.5,Nott'm Forest,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,815,Disasi,4.5,4.5,West Ham,70.20,70.20,70.20,70.20,70.20,70.20,70.20,70.20,70.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,816,Angel,4.8,4.8,Wolves,62.70,0.00,62.70,62.70,62.70,62.70,62.70,62.70,62.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,817,Armstrong,5.3,5.3,Wolves,33.60,0.00,33.60,33.60,33.60,33.60,33.60,33.60,33.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,818,Wilson,4.5,4.5,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,819,Shield,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,820,McMahon-Brown,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
